lr,batch_size,hidden_sizes,epochs,mse,r2
1e-05,16,"(8, 16, 32, 64, 32, 16, 8)",200,21.157867431640625,-0.012965202331542969
1e-05,16,"(8, 16, 32, 64, 32, 16, 8)",300,21.41761589050293,-0.025400996208190918
1e-05,32,"(128, 64, 32)",100,21.21452522277832,-0.015677809715270996
1e-05,32,"(128, 64, 32)",200,19.593027114868164,0.061953961849212646
1e-05,32,"(128, 64, 32)",300,18.85512351989746,0.09728217124938965
1e-05,32,"(64, 32, 16)",100,21.214750289916992,-0.015688538551330566
1e-05,32,"(64, 32, 16)",200,20.52992820739746,0.01709836721420288
1e-05,32,"(64, 32, 16)",300,19.63645362854004,0.059874892234802246
1e-05,32,"(64, 32, 16, 8)",100,20.863245010375977,0.0011403560638427734
1e-05,32,"(64, 32, 16, 8)",200,20.75679588317871,0.006236732006072998
1e-05,32,"(64, 32, 16, 8)",300,20.645917892456055,0.011545181274414062
1e-05,32,"(8, 16, 32, 64, 32, 16, 8)",100,21.272918701171875,-0.018473386764526367
1e-05,32,"(8, 16, 32, 64, 32, 16, 8)",200,21.225433349609375,-0.016199946403503418
1e-05,32,"(8, 16, 32, 64, 32, 16, 8)",300,21.318050384521484,-0.020634174346923828
